2013-07-15 01:41:21.826366 : Error(101)!! There was 14 messages missing between the last command (activate) at (2013-07-15 01:40:43.034412) and current command (calibrate) at (calibrate). 
2013-07-15 01:41:46.876639 : Error(103)!! Invalid command sequence. The command connect cannot come after (calibrate) that arrived recently at (2013-07-15 01:41:42.790119).
Message : You can not run (connect) command while you are in vote cast session! Exit the vote cast session first.
 
2013-07-15 01:41:58.034168 : Error(103)!! Invalid command sequence. The command activate cannot come after (calibrate) that arrived recently at (2013-07-15 01:41:42.790119).
Message : You can not run (activate) command while you are in vote cast session! Exit the vote cast session first. 
 
2013-07-15 01:42:35.917910 : Error(101)!! There was 2 messages missing between the last command () at () and current command (calibrate) at (calibrate). 
2013-07-15 03:22:21.423880 : Error(101)!! There was 10 messages missing between the last command (report) at (2013-07-15 01:43:43.838933) and current command (calibrate) at (calibrate). 
2013-07-15 08:50:15.612546 : Error(101)!! There was 16 messages missing between the last command (report) at (2013-07-15 03:23:06.473991) and current command (connect) at (connect). 
2013-07-15 08:50:52.603054 : Error(101)!! There was 1 messages missing between the last command (select) at (2013-07-15 08:50:46.946784) and current command (votercast) at (votercast). 
2013-07-17 00:28:59.564520 : Error(101)!! There was 3 messages missing between the last command () at () and current command (calibrate) at (calibrate). 
2013-07-17 10:54:19.259260 : Error(101)!! There was 7 messages missing between the last command () at () and current command (calibrate) at (calibrate). 
2013-07-17 10:55:17.809151 : Error(101)!! There was 9 messages missing between the last command (calibrate) at (2013-07-17 10:54:57.718272) and current command (calibrate) at (calibrate). 
2013-07-17 10:56:05.229415 : Error(101)!! There was 8 messages missing between the last command (calibrate) at (2013-07-17 10:54:57.718272) and current command (calibrate) at (calibrate). 
2013-07-17 10:58:38.418406 : Error(101)!! There was 11 messages missing between the last command () at () and current command (calibrate) at (calibrate). 
2013-07-17 10:59:45.933311 : Error(101)!! There was 1 messages missing between the last command () at () and current command (calibrate) at (calibrate). 
2013-07-17 10:59:51.894716 : Error(101)!! There was 3 messages missing between the last command (calibrate) at () and current command (calibrate) at (calibrate). 
2013-07-17 11:00:07.852448 : Error(101)!! There was 8 messages missing between the last command (calibrate) at () and current command (calibrate) at (calibrate). 
2013-07-17 11:00:20.147893 : Error(101)!! There was 7 messages missing between the last command (calibrate) at () and current command (calibrate) at (calibrate). 
2013-07-17 11:00:24.964299 : Error(101)!! There was 2 messages missing between the last command (calibrate) at (2013-07-17 11:00:21.616055) and current command (calibrate) at (calibrate). 
2013-07-17 11:03:22.381082 : Error(101)!! There was 2 messages missing between the last command (calibrate) at (2013-07-17 11:02:24.877053) and current command (calibrate) at (calibrate). 
2013-07-17 11:03:24.452294 : Error(101)!! There was 1 messages missing between the last command (calibrate) at (2013-07-17 11:02:24.877053) and current command (calibrate) at (calibrate). 
2013-07-17 11:04:40.746757 : Error(101)!! There was 4 messages missing between the last command (calibrate) at (2013-07-17 11:03:43.392780) and current command (calibrate) at (calibrate). 
2013-07-17 11:05:19.195838 : Error(101)!! There was 7 messages missing between the last command () at () and current command (calibrate) at (calibrate). 
2013-07-17 11:06:52.865348 : Error(101)!! There was 5 messages missing between the last command (calibrate) at (2013-07-17 11:05:22.391445) and current command (calibrate) at (calibrate). 
2013-07-17 11:07:35.451139 : Error(101)!! There was 10 messages missing between the last command () at () and current command (calibrate) at (calibrate). 
2013-07-17 11:07:53.765974 : Error(101)!! There was 9 messages missing between the last command (calibrate) at (2013-07-17 11:07:37.455959) and current command (calibrate) at (calibrate). 
2013-07-17 11:08:00.217236 : Error(101)!! There was 2 messages missing between the last command (calibrate) at (2013-07-17 11:07:37.455959) and current command (calibrate) at (calibrate). 
2013-07-17 11:08:07.999224 : Error(101)!! There was 2 messages missing between the last command (calibrate) at (2013-07-17 11:08:03.372810) and current command (calibrate) at (calibrate). 
2013-07-17 11:08:57.281749 : Error(101)!! There was 1 messages missing between the last command (activate) at (2013-07-17 11:08:41.473420) and current command (cancel) at (cancel). 
2013-07-17 11:08:57.281926 : Error (120)!! Unexpected behavious!! Canceled option ID 01010101 is not selected before! 
2013-09-12 18:25:52.776497 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:52.830407 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:52.884170 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:52.938439 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:52.992232 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:53.045365 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:53.099209 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:53.152179 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:53.205163 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:53.258873 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:53.312454 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:53.365530 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:53.417665 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:53.470723 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:53.524224 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:53.577263 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:25:53.630148 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:35.628233 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:35.731940 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:36.547948 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:36.650374 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:36.805301 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:36.857238 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:36.960837 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:37.987631 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:38.142688 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:38.298199 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:38.350460 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:38.454174 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:38.661032 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:38.713291 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:38.765779 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:38.870059 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:38.923517 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:38.976486 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:39.945591 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:40.205302 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:40.413382 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:40.874827 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:40.979367 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:41.083685 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:41.136140 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:41.242064 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:41.295245 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:41.400714 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:41.455723 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:41.561238 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:41.673993 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:41.728906 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:41.835490 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:41.889134 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:41.992175 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:42.046662 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:42.151636 : Error (102)!! Bad verification message. Command digit is out of range! 
2013-09-12 18:31:42.257962 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:42.311915 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:42.417487 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:42.472293 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:42.578686 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:42.632723 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:42.737697 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:42.842930 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:42.897395 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:31:43.003497 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-12 18:37:30.328261 : Error(103)!! Invalid command sequence. The command review cannot come after (votercast) that arrived recently at (2013-09-12 18:37:22.326292).
Message : You can not run (review) command  while the vote cast session is not activated! Activate cast session first.
 
2013-09-26 14:58:30.524021 : Error(101)!! There was 12 messages missing between the last command () at () and current command (report) at (report). 
2013-09-26 14:58:42.800868 : Error(101)!! There was 3 messages missing between the last command (report) at () and current command (connect) at (connect). 
2013-09-26 14:58:58.596560 : Error (108)!! Bad vote ID. The Vote ID (6502) is used before!! 
2013-09-26 14:59:01.716903 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-26 14:59:02.639455 : Error(101)!! There was 16 messages missing between the last command (activate) at (2013-09-26 14:58:58.596214) and current command (activate) at (activate). 
2013-09-26 14:59:23.460624 : Error(101)!! There was 8 messages missing between the last command (activate) at (2013-09-26 14:58:58.596214) and current command (votercast) at (votercast). 
2013-09-26 14:59:23.460914 : Error (110)!! The vote ID used to cast this session (00006502) is different than the vote ID used in session opening (00006501)! This may means that no one of them are saved. 
2013-09-26 14:59:25.664223 : Error (102)!! Bad verification message. Message length is under the acceptable one! 
2013-09-26 14:59:25.820788 : Error(103)!! Invalid command sequence. The command votercast cannot come after (votercast) that arrived recently at (2013-09-26 14:58:58.596214).
Message : You can not run (votercast) command  while the vote cast session is not activated! Activate cast session first.
 
